priceid,tarikh_harga,systemdate,negeri,daerah,lokasi,peringkat,sublevel,kategori,kumpulan,jenis,varieti,gred,unit,harga,average14,supply
30702560,2026-07-07,2026-07-07 05:37:23.690264,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Ternakan,02,003,DAGING LEMBU PEJAL,F.A.Q,Kilogram,30,29.333334,
30702561,2026-07-07,2026-07-07 05:37:23.690264,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Ternakan,02,003,DAGING LEMBU PEJAL,F.A.Q,Kilogram,27,29.333334,
30702562,2026-07-07,2026-07-07 05:38:44.48252,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Ternakan,03,002,AYAM PROSES STANDARD,F.A.Q,Kilogram,9.6,9.55,
30702563,2026-07-07,2026-07-07 05:38:44.48252,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Ternakan,11,001,TELUR AYAM,A,Biji,0.45,0.44,
30702564,2026-07-07,2026-07-07 05:38:44.48252,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Ternakan,11,001,TELUR AYAM,B,Biji,0.4,0.38,
30702565,2026-07-07,2026-07-07 05:38:44.48252,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Ternakan,11,001,TELUR AYAM,C,Biji,0.34,0.36,
30702566,2026-07-07,2026-07-07 05:39:38.484864,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Buah-Buahan,02,005,BETIK SEKAKI,F.A.Q,Kilogram,4.5,4,
30702567,2026-07-07,2026-07-07 05:39:38.484864,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Buah-Buahan,02,005,BETIK SEKAKI,F.A.Q,Kilogram,3.5,4,
30702568,2026-07-07,2026-07-07 05:39:38.484864,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Buah-Buahan,02,023,NANAS JOSAPINE (AC5),F.A.Q,Kilogram,3,2.5,
30702569,2026-07-07,2026-07-07 05:39:38.484864,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Buah-Buahan,02,023,NANAS JOSAPINE (AC5),F.A.Q,Kilogram,2,2.5,
30702570,2026-07-07,2026-07-07 05:39:38.484864,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Buah-Buahan,02,028,PISANG BERANGAN,F.A.Q,Kilogram,6,4.75,
30702571,2026-07-07,2026-07-07 05:39:38.484864,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Buah-Buahan,02,028,PISANG BERANGAN,F.A.Q,Kilogram,4.5,4.75,
30702572,2026-07-07,2026-07-07 05:39:38.484864,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Buah-Buahan,02,028,PISANG MAS,F.A.Q,Kilogram,4.5,4.44,
30702573,2026-07-07,2026-07-07 05:39:38.484864,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Buah-Buahan,02,034,TEMBIKAI MERAH TANPA BIJI,F.A.Q,Kilogram,2.5,2.8888888,
30702574,2026-07-07,2026-07-07 05:39:38.484864,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Buah-Buahan,02,034,TEMBIKAI MERAH TANPA BIJI,F.A.Q,Kilogram,1.7,2.8888888,
30702575,2026-07-07,2026-07-07 05:40:32.526452,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Tanaman Kontan,05,001,KELAPA DIKUPAS,SEDANG,Biji,1.8,1.8,
30702576,2026-07-07,2026-07-07 05:43:12.629017,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Sayur-Sayuran,03,001,BAYAM,F.A.Q,Kilogram,3.7,2.1363637,
30702577,2026-07-07,2026-07-07 05:43:12.629017,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Sayur-Sayuran,02,002,CILI HIJAU,F.A.Q,Kilogram,8,8.461538,
30702578,2026-07-07,2026-07-07 05:43:12.629017,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Sayur-Sayuran,02,002,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,Kilogram,12,13.080646,
30702579,2026-07-07,2026-07-07 05:43:12.629017,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Sayur-Sayuran,02,002,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,Kilogram,6,13.080646,
30702580,2026-07-07,2026-07-07 05:43:12.629017,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Sayur-Sayuran,02,002,CILI MERAH MINYAK,F.A.Q,Kilogram,10,10.166667,
30702581,2026-07-07,2026-07-07 05:43:12.629017,PULAU PINANG,SEBERANG PERAI TENGAH,PASAR BORONG BUKIT MERTAJAM,Borong,20,Sayur-Sayuran,04,002,KACANG BENDI,F.A.Q,Kilogram,3.8,4.0333333,
